DL% UL%  Dled  Uled  Xfers  Live Total     Current  Left    Speed

--  --      0     0    12    12  --:--:-- --:--:-- --:--:--     0      
 73 --  19.5G     0    12     9   0:44:50  0:24:38  0:12:01 10.1M      
 73 --  19.5G     0    12     9   0:43:47  0:24:38  0:11:43 10.4M      
 73 --  19.5G     0    12     9   0:42:51  0:24:39  0:11:28 10.6M      
 73 --  19.5G     0    12     9   0:41:03  0:24:39  0:10:58 11.0M      
 73 --  19.5G     0    12     9   0:40:33  0:24:40  0:10:50 11.2M      
 73 --  19.5G     0    12     9   0:40:14  0:24:40  0:10:44 11.3M      
 73 --  19.5G     0    12     9   0:39:06  0:24:41  0:10:25 11.6M      
 73 --  19.5G     0    12     9   0:39:47  0:24:41  0:10:36 11.4M      
 73 --  19.5G     0    12     9   0:39:15  0:24:42  0:10:27 11.6M      
 73 --  19.5G     0    12     9   0:37:50  0:24:42  0:10:04 12.0M      
 73 --  19.6G     0    12     9   0:38:20  0:24:43  0:10:11 11.8M      
 73 --  19.6G     0    12     9   0:38:30  0:24:43  0:10:13 11.8M      
 73 --  19.6G     0    12     9   0:39:18  0:24:44  0:10:25 11.5M      
 73 --  19.6G     0    12     9   0:39:23  0:24:44  0:10:27 11.5M      
 73 --  19.6G     0    12     9   0:39:34  0:24:45  0:10:29 11.5M      
 73 --  19.6G     0    12     9   0:40:02  0:24:45  0:10:36 11.3M      
 73 --  19.6G     0    12     9   0:39:22  0:24:46  0:10:25 11.5M      
 73 --  19.6G     0    12     9   0:39:59  0:24:46  0:10:34 11.3M      
 73 --  19.6G     0    12     9   0:41:20  0:24:47  0:10:55 11.0M      
 73 --  19.6G     0    12     9   0:41:34  0:24:47  0:10:58 10.9M      
 73 --  19.6G     0    12     9   0:40:59  0:24:48  0:10:49 11.1M      
 73 --  19.6G     0    12     9   0:41:19  0:24:48  0:10:53 11.0M      
 73 --  19.6G     0    12     9   0:40:48  0:24:49  0:10:45 11.1M      
 73 --  19.6G     0    12     9   0:40:48  0:24:49  0:10:44 11.1M      
 73 --  19.6G     0    12     9   0:40:49  0:24:50  0:10:44 11.1M      
 73 --  19.6G     0    12     9   0:41:00  0:24:50  0:10:46 11.1M      
 73 --  19.6G     0    12     9   0:40:21  0:24:51  0:10:35 11.2M      
 73 --  19.6G     0    12     9   0:40:42  0:24:51  0:10:40 11.1M      
 73 --  19.7G     0    12     9   0:40:35  0:24:52  0:10:38 11.2M      
 73 --  19.7G     0    12     9   0:40:39  0:24:52  0:10:38 11.2M      
 73 --  19.7G     0    12     9   0:40:25  0:24:53  0:10:34 11.2M      
 73 --  19.7G     0    12     9   0:39:00  0:24:53  0:10:11 11.6M      
 73 --  19.7G     0    12     9   0:38:15  0:24:54  0:09:59 11.9M      
 73 --  19.7G     0    12     9   0:38:06  0:24:54  0:09:56 11.9M      
 73 --  19.7G     0    12     9   0:37:37  0:24:55  0:09:48 12.1M      
 73 --  19.7G     0    12     9   0:36:30  0:24:55  0:09:30 12.4M      
 73 --  19.7G     0    12     9   0:35:04  0:24:56  0:09:07 12.9M      
 74 --  19.7G     0    12     9   0:34:26  0:24:56  0:08:57 13.2M      
 74 --  19.7G     0    12     9   0:34:18  0:24:57  0:08:54 13.2M      
 74 --  19.7G     0    12     9   0:34:39  0:24:57  0:08:59 13.1M      
 74 --  19.7G     0    12     9   0:35:35  0:24:58  0:09:13 12.8M      
 74 --  19.7G     0    12     9   0:35:59  0:24:58  0:09:19 12.6M      
 74 --  19.7G     0    12     9   0:36:48  0:24:59  0:09:31 12.3M      
 74 --  19.7G     0    12     9   0:37:20  0:24:59  0:09:39 12.2M      
 74 --  19.7G     0    12     9   0:39:17  0:25:00  0:10:09 11.5M      
 74 --  19.8G     0    12     9   0:41:15  0:25:00  0:10:39 11.0M      
 74 --  19.8G     0    12     9   0:41:52  0:25:01  0:10:48 10.8M      
 74 --  19.8G     0    12     9   0:42:11  0:25:01  0:10:53 10.7M      
 74 --  19.8G     0    12     9   0:40:59  0:25:02  0:10:33 11.1M      
 74 --  19.8G     0    12     9   0:41:00  0:25:02  0:10:33 11.1M      
 74 --  19.8G     0    12     9   0:40:23  0:25:03  0:10:23 11.2M      
 74 --  19.8G     0    12     9   0:39:37  0:25:03  0:10:11 11.4M      
 74 --  19.8G     0    12     9   0:38:35  0:25:04  0:09:54 11.8M      
 74 --  19.8G     0    12     9   0:37:16  0:25:04  0:09:33 12.2M      
 74 --  19.8G     0    12     9   0:36:09  0:25:05  0:09:15 12.6M      
 74 --  19.8G     0    12     9   0:35:22  0:25:06  0:09:03 12.8M      
 74 --  19.8G     0    12     9   0:35:17  0:25:06  0:09:01 12.9M      
 74 --  19.8G     0    12     9   0:34:36  0:25:07  0:08:50 13.1M      
 74 --  19.8G     0    12     9   0:33:58  0:25:07  0:08:40 13.4M      
 74 --  19.8G     0    12     9   0:33:15  0:25:08  0:08:28 13.7M      
 74 --  19.9G     0    12     9   0:32:46  0:25:08  0:08:20 13.9M      
 74 --  19.9G     0    12     9   0:31:55  0:25:09  0:08:07 14.2M      
 74 --  19.9G     0    12     9   0:31:29  0:25:09  0:08:00 14.4M      
 74 --  19.9G     0    12     9   0:30:28  0:25:10  0:07:43 14.9M      
 74 --  19.9G     0    12     9   0:29:12  0:25:10  0:07:24 15.6M      
 74 --  19.9G     0    12     9   0:27:53  0:25:11  0:07:03 16.3M      
 74 --  19.9G     0    12     9   0:28:01  0:25:11  0:07:04 16.2M      
 74 --  19.9G     0    12     9   0:27:45  0:25:12  0:07:00 16.4M      
 74 --  19.9G     0    12     9   0:27:58  0:25:12  0:07:03 16.2M      
 74 --  19.9G     0    12     9   0:27:51  0:25:13  0:07:01 16.3M      
 74 --  19.9G     0    12     9   0:28:12  0:25:13  0:07:06 16.1M      
 74 --  19.9G     0    12     9   0:28:28  0:25:14  0:07:09 16.0M      
 74 --  19.9G     0    12     9   0:29:12  0:25:14  0:07:20 15.5M      
 74 --  20.0G     0    12     9   0:30:31  0:25:15  0:07:39 14.9M      
 74 --  20.0G     0    12     9   0:31:32  0:25:15  0:07:54 14.4M      
 74 --  20.0G     0    12     9   0:31:09  0:25:16  0:07:47 14.6M      
 74 --  20.0G     0    12     9   0:31:35  0:25:16  0:07:53 14.4M      
 75 --  20.0G     0    12     9   0:33:01  0:25:17  0:08:15 13.7M      
 75 --  20.0G     0    12     9   0:33:14  0:25:17  0:08:17 13.7M      
 75 --  20.0G     0    12     9   0:35:02  0:25:18  0:08:44 13.0M      
 75 --  20.0G     0    12     9   0:35:22  0:25:18  0:08:48 12.8M      
 75 --  20.0G     0    12     9   0:36:04  0:25:19  0:08:58 12.6M      
 75 --  20.0G     0    12     9   0:37:06  0:25:19  0:09:14 12.2M      
 75 --  20.0G     0    12     9   0:38:01  0:25:20  0:09:27 11.9M      
 75 --  20.0G     0    12     9   0:40:03  0:25:20  0:09:57 11.3M      
 75 --  20.0G     0    12     9   0:40:58  0:25:21  0:10:10 11.1M      
 75 --  20.0G     0    12     9   0:38:54  0:25:21  0:09:38 11.7M      
 75 --  20.0G     0    12     9   0:38:51  0:25:22  0:09:37 11.7M      
 75 --  20.0G     0    12     9   0:37:06  0:25:22  0:09:11 12.2M      
 75 --  20.1G     0    12     9   0:36:55  0:25:23  0:09:07 12.3M      
 75 --  20.1G     0    12     9   0:36:46  0:25:23  0:09:04 12.3M      
 75 --  20.1G     0    12     9   0:35:42  0:25:24  0:08:48 12.7M      
 75 --  20.1G     0    12     9   0:34:46  0:25:24  0:08:34 13.1M      
 75 --  20.1G     0    12     9   0:33:48  0:25:25  0:08:19 13.4M      
 75 --  20.1G     0    12     9   0:33:07  0:25:25  0:08:08 13.7M      
 75 --  20.1G     0    12     9   0:33:57  0:25:26  0:08:20 13.4M      
 75 --  20.1G     0    12     9   0:34:43  0:25:26  0:08:31 13.1M      
 75 --  20.1G     0    12     9   0:34:59  0:25:27  0:08:34 13.0M      
 75 --  20.1G     0    12     9   0:34:50  0:25:27  0:08:32 13.0M      
 75 --  20.1G     0    12     9   0:33:33  0:25:28  0:08:12 13.5M      
 75 --  20.1G     0    12     9   0:33:11  0:25:28  0:08:06 13.7M      
 75 --  20.1G     0    12     9   0:32:54  0:25:29  0:08:02 13.8M      
 75 --  20.1G     0    12     9   0:32:36  0:25:29  0:07:56 13.9M      
 75 --  20.1G     0    12     9   0:32:44  0:25:30  0:07:58 13.9M      
 75 --  20.2G     0    12     9   0:30:40  0:25:30  0:07:27 14.8M      
 75 --  20.2G     0    12     9   0:29:24  0:25:31  0:07:08 15.4M      
 75 --  20.2G     0    12     9   0:28:34  0:25:31  0:06:55 15.9M      
 75 --  20.2G     0    12     9   0:27:59  0:25:32  0:06:46 16.2M      
 75 --  20.2G     0    12     9   0:27:33  0:25:32  0:06:40 16.5M      
 75 --  20.2G     0    12     9   0:26:54  0:25:33  0:06:30 16.9M      
 75 --  20.2G     0    12     9   0:26:23  0:25:33  0:06:22 17.2M      
 75 --  20.2G     0    12     9   0:27:04  0:25:34  0:06:31 16.8M      
 75 --  20.2G     0    12     9   0:27:06  0:25:34  0:06:31 16.8M      
 75 --  20.2G     0    12     9   0:28:25  0:25:35  0:06:50 16.0M      
 75 --  20.2G     0    12     9   0:28:44  0:25:35  0:06:54 15.8M      
 75 --  20.2G     0    12     9   0:29:25  0:25:36  0:07:03 15.4M      
 76 --  20.2G     0    12     9   0:30:13  0:25:36  0:07:14 15.0M      
 76 --  20.3G     0    12     9   0:31:45  0:25:37  0:07:36 14.3M      
 76 --  20.3G     0    12     9   0:33:47  0:25:37  0:08:05 13.4M      
 76 --  20.3G     0    12     9   0:35:11  0:25:38  0:08:24 12.9M      
 76 --  20.3G     0    12     9   0:34:56  0:25:38  0:08:20 13.0M      
 76 --  20.3G     0    12     9   0:35:17  0:25:39  0:08:25 12.9M      
 76 --  20.3G     0    12     9   0:35:10  0:25:40  0:08:23 12.9M      
 76 --  20.3G     0    12     9   0:36:25  0:25:40  0:08:40 12.5M      
 76 --  20.3G     0    12     9   0:36:59  0:25:41  0:08:48 12.3M      
 76 --  20.3G     0    12     9   0:37:11  0:25:41  0:08:50 12.2M      
 76 --  20.3G     0    12     9   0:37:27  0:25:42  0:08:53 12.1M      
 76 --  20.3G     0    12     9   0:36:44  0:25:42  0:08:43 12.4M      
 76 --  20.3G     0    12     9   0:36:57  0:25:43  0:08:45 12.3M      
 76 --  20.3G     0    12     9   0:37:27  0:25:43  0:08:52 12.1M      
 76 --  20.3G     0    12     9   0:37:44  0:25:44  0:08:55 12.0M      
 76 --  20.3G     0    12     9   0:38:08  0:25:44  0:09:01 11.9M      
 76 --  20.3G     0    12     9   0:37:26  0:25:45  0:08:50 12.1M      
 76 --  20.4G     0    12     9   0:37:32  0:25:45  0:08:51 12.1M      
 76 --  20.4G     0    12     9   0:38:02  0:25:46  0:08:58 11.9M      
 76 --  20.4G     0    12     9   0:37:47  0:25:46  0:08:53 12.0M      
 76 --  20.4G     0    12     9   0:37:45  0:25:47  0:08:52 12.0M      
 76 --  20.4G     0    12     9   0:37:49  0:25:47  0:08:53 12.0M      
 76 --  20.4G     0    12     9   0:37:12  0:25:48  0:08:44 12.2M      
 76 --  20.4G     0    12     9   0:36:09  0:25:48  0:08:28 12.6M      
 76 --  20.4G     0    12     9   0:35:33  0:25:49  0:08:19 12.8M      
 76 --  20.4G     0    12     9   0:34:33  0:25:49  0:08:05 13.1M      
 76 --  20.4G     0    12     9   0:33:06  0:25:50  0:07:44 13.7M      
 76 --  20.4G     0    12     9   0:32:07  0:25:50  0:07:29 14.1M      
 76 --  20.4G     0    12     9   0:30:51  0:25:51  0:07:11 14.7M      
 76 --  20.4G     0    12     9   0:29:44  0:25:51  0:06:55 15.3M      
 76 --  20.4G     0    12     9   0:29:03  0:25:52  0:06:45 15.6M      
 76 --  20.5G     0    12     9   0:28:02  0:25:52  0:06:30 16.2M      
 76 --  20.5G     0    12     9   0:27:42  0:25:53  0:06:25 16.4M      
 76 --  20.5G     0    12     9   0:27:08  0:25:53  0:06:16 16.7M      
 76 --  20.5G     0    12     9   0:27:02  0:25:54  0:06:15 16.8M      
 76 --  20.5G     0    12     9   0:26:53  0:25:54  0:06:12 16.9M      
 76 --  20.5G     0    12     9   0:26:18  0:25:55  0:06:03 17.3M      
 76 --  20.5G     0    12     9   0:26:45  0:25:55  0:06:09 17.0M      
 77 --  20.5G     0    12     9   0:26:42  0:25:56  0:06:08 17.0M      
 77 --  20.5G     0    12     9   0:26:57  0:25:56  0:06:11 16.9M      
 77 --  20.5G     0    12     9   0:27:48  0:25:57  0:06:22 16.3M      
 77 --  20.5G     0    12     9   0:28:00  0:25:57  0:06:25 16.2M      
 77 --  20.5G     0    12     9   0:29:15  0:25:58  0:06:41 15.5M      
 77 --  20.5G     0    12     9   0:29:50  0:25:58  0:06:49 15.2M      
 77 --  20.6G     0    12     9   0:30:30  0:25:59  0:06:57 14.9M      
 77 --  20.6G     0    12     9   0:32:12  0:25:59  0:07:20 14.1M      
 77 --  20.6G     0    12     9   0:32:26  0:26:00  0:07:23 14.0M      
 77 --  20.6G     0    12     9   0:34:19  0:26:00  0:07:48 13.2M      
 77 --  20.6G     0    12     9   0:34:49  0:26:01  0:07:55 13.0M      
 77 --  20.6G     0    12     9   0:35:01  0:26:01  0:07:57 13.0M      
 77 --  20.6G     0    12     9   0:36:06  0:26:02  0:08:11 12.6M      
 77 --  20.6G     0    12     9   0:35:30  0:26:02  0:08:03 12.8M      
 77 --  20.6G     0    12     9   0:36:00  0:26:03  0:08:09 12.6M      
 77 --  20.6G     0    12     9   0:37:04  0:26:03  0:08:23 12.2M      
 77 --  20.6G     0    12     9   0:36:44  0:26:04  0:08:18 12.4M      
 77 --  20.6G     0    12     9   0:38:04  0:26:04  0:08:35 11.9M      
 77 --  20.6G     0    12     9   0:37:35  0:26:05  0:08:28 12.1M      
 77 --  20.6G     0    12     9   0:38:24  0:26:05  0:08:39 11.8M      
 77 --  20.6G     0    12     9   0:39:44  0:26:06  0:08:57 11.4M      
 77 --  20.6G     0    12     9   0:40:48  0:26:06  0:09:11 11.1M      
 77 --  20.6G     0    12     9   0:41:17  0:26:07  0:09:17 11.0M      
 77 --  20.7G     0    12     9   0:41:40  0:26:07  0:09:21 10.9M      
 77 --  20.7G     0    12     9   0:41:53  0:26:08  0:09:24 10.8M      
 77 --  20.7G     0    12     9   0:43:01  0:26:08  0:09:38 10.5M      
 77 --  20.7G     0    12     9   0:43:14  0:26:09  0:09:41 10.5M      
 77 --  20.7G     0    12     9   0:44:39  0:26:09  0:09:59 10.2M      
 77 --  20.7G     0    12     9   0:45:04  0:26:10  0:10:05 10.1M      
 77 --  20.7G     0    12     9   0:44:05  0:26:10  0:09:51 10.3M      
 77 --  20.7G     0    12     9   0:45:23  0:26:11  0:10:08 10.0M      
 77 --  20.7G     0    12     9   0:46:45  0:26:11  0:10:26 9980k      
 77 --  20.7G     0    12     9   0:48:27  0:26:12  0:10:48 9629k      
 77 --  20.7G     0    12     9   0:50:09  0:26:12  0:11:10 9303k      
 77 --  20.7G     0    12     9   0:51:13  0:26:13  0:11:24 9109k      
 77 --  20.7G     0    12     9   0:52:06  0:26:13  0:11:36 8954k      
 77 --  20.7G     0    12     9   0:52:42  0:26:14  0:11:43 8853k      
 77 --  20.7G     0    12     9   0:53:46  0:26:14  0:11:57 8677k      
 77 --  20.7G     0    12     9   0:56:17  0:26:15  0:12:30 8289k      
 77 --  20.7G     0    12     9   0:54:35  0:26:16  0:12:07 8548k      
 77 --  20.7G     0    12     9   0:53:41  0:26:16  0:11:54 8690k      
 77 --  20.7G     0    12     9   0:52:00  0:26:17  0:11:31 8970k      
 77 --  20.7G     0    12     9   0:49:54  0:26:17  0:11:03 9350k      
 77 --  20.7G     0    12     9   0:48:57  0:26:18  0:10:49 9531k      
 77 --  20.7G     0    12     9   0:48:13  0:26:18  0:10:39 9676k      
 77 --  20.8G     0    12     9   0:47:23  0:26:19  0:10:28 9845k      
 77 --  20.8G     0    12     9   0:45:41  0:26:19  0:10:05  9.9M      
 77 --  20.8G     0    12     9   0:43:46  0:26:20  0:09:39 10.4M      
 77 --  20.8G     0    12     9   0:42:57  0:26:20  0:09:27 10.6M      
 77 --  20.8G     0    12     9   0:42:47  0:26:21  0:09:24 10.6M      
 78 --  20.8G     0    12     9   0:42:34  0:26:21  0:09:21 10.7M      
 78 --  20.8G     0    12     9   0:41:59  0:26:22  0:09:13 10.8M      
 78 --  20.8G     0    12     9   0:40:33  0:26:22  0:08:53 11.2M      
 78 --  20.8G     0    12     9   0:39:39  0:26:23  0:08:41 11.4M      
 78 --  20.8G     0    12     9   0:38:54  0:26:23  0:08:31 11.7M      
 78 --  20.8G     0    12     9   0:37:53  0:26:24  0:08:17 12.0M      
 78 --  20.8G     0    12     9   0:37:07  0:26:24  0:08:06 12.2M      
 78 --  20.8G     0    12     9   0:36:24  0:26:25  0:07:56 12.5M      
 78 --  20.8G     0    12     9   0:35:22  0:26:25  0:07:42 12.8M      
 78 --  20.8G     0    12     9   0:34:40  0:26:26  0:07:32 13.1M      
 78 --  20.8G     0    12     9   0:34:07  0:26:26  0:07:25 13.3M      
 78 --  20.9G     0    12     9   0:33:46  0:26:27  0:07:19 13.4M      
 78 --  20.9G     0    12     9   0:32:33  0:26:27  0:07:03 13.9M      
 78 --  20.9G     0    12     9   0:31:23  0:26:28  0:06:47 14.5M      
 78 --  20.9G     0    12     9   0:30:28  0:26:28  0:06:35 14.9M      
 78 --  20.9G     0    12     9   0:30:07  0:26:29  0:06:30 15.1M      
 78 --  20.9G     0    12     9   0:30:24  0:26:29  0:06:33 14.9M      
 78 --  20.9G     0    12     9   0:29:52  0:26:30  0:06:26 15.2M      
 78 --  20.9G     0    12     9   0:29:10  0:26:30  0:06:16 15.6M      
 78 --  20.9G     0    12     9   0:29:04  0:26:31  0:06:14 15.6M      
 78 --  20.9G     0    12     9   0:28:51  0:26:31  0:06:11 15.7M      
 78 --  20.9G     0    12     9   0:29:15  0:26:32  0:06:16 15.5M      
 78 --  20.9G     0    12     9   0:29:19  0:26:32  0:06:16 15.5M      
 78 --  20.9G     0    12     9   0:30:29  0:26:33  0:06:30 14.9M      
 78 --  21.0G     0    12     9   0:30:33  0:26:33  0:06:31 14.9M      
 78 --  21.0G     0    12     9   0:29:38  0:26:34  0:06:18 15.3M      
 78 --  21.0G     0    12     9   0:29:49  0:26:34  0:06:20 15.2M      
 78 --  21.0G     0    12     9   0:29:42  0:26:35  0:06:18 15.3M      
 78 --  21.0G     0    12     9   0:29:57  0:26:35  0:06:21 15.2M      
 78 --  21.0G     0    12     9   0:29:53  0:26:36  0:06:20 15.2M      
 78 --  21.0G     0    12     9   0:29:31  0:26:36  0:06:14 15.4M      
 78 --  21.0G     0    12     9   0:29:35  0:26:37  0:06:15 15.3M      
 78 --  21.0G     0    12     9   0:29:25  0:26:37  0:06:12 15.4M      
 78 --  21.0G     0    12     9   0:29:46  0:26:38  0:06:16 15.3M      
 78 --  21.0G     0    12     9   0:30:35  0:26:38  0:06:26 14.8M      
 78 --  21.0G     0    12     9   0:31:36  0:26:39  0:06:38 14.4M      
 78 --  21.0G     0    12     9   0:32:54  0:26:39  0:06:55 13.8M      
 79 --  21.0G     0    12     9   0:33:41  0:26:40  0:07:04 13.5M      
 79 --  21.1G     0    12     9   0:35:12  0:26:40  0:07:23 12.9M      
 79 --  21.1G     0    12     9   0:36:59  0:26:41  0:07:45 12.3M      
 79 --  21.1G     0    12     9   0:38:37  0:26:41  0:08:05 11.7M      
 79 --  21.1G     0    12     9   0:38:37  0:26:42  0:08:04 11.7M      
 79 --  21.1G     0    12     9   0:39:08  0:26:42  0:08:10 11.6M      
 79 --  21.1G     0    12     9   0:39:06  0:26:43  0:08:09 11.6M      
 79 --  21.1G     0    12     9   0:37:50  0:26:44  0:07:53 12.0M      
 79 --  21.1G     0    12     9   0:36:06  0:26:44  0:07:30 12.6M      
 79 --  21.1G     0    12     9   0:33:48  0:26:45  0:07:01 13.4M      
 79 --  21.1G     0    12     9   0:31:07  0:26:45  0:06:27 14.6M      
 79 --  21.1G     0    12     9   0:29:23  0:26:46  0:06:04 15.5M      
 79 --  21.1G     0    12     9   0:27:42  0:26:46  0:05:43 16.4M      
 79 --  21.1G     0    12     9   0:26:21  0:26:47  0:05:26 17.2M      
 79 --  21.2G     0    12     9   0:24:29  0:26:47  0:05:02 18.6M      
 79 --  21.2G     0    12     9   0:23:53  0:26:48  0:04:54 19.0M      
 79 --  21.2G     0    12     9   0:23:46  0:26:48  0:04:52 19.1M      
 79 --  21.2G     0    12     9   0:23:29  0:26:49  0:04:48 19.3M      
 79 --  21.2G     0    12     9   0:23:41  0:26:49  0:04:50 19.2M      
 79 --  21.2G     0    12     9   0:24:07  0:26:50  0:04:55 18.8M      
 79 --  21.2G     0    12     8   0:24:27  0:26:50  0:04:59 18.6M      
 79 --  21.2G     0    12     7   0:25:24  0:26:51  0:05:10 17.9M      
 79 --  21.2G     0    12     7   0:27:17  0:26:51  0:05:32 16.7M      
 79 --  21.2G     0    12     7   0:29:22  0:26:52  0:05:58 15.5M      
 79 --  21.2G     0    12     7   0:31:23  0:26:52  0:06:22 14.5M      
 79 --  21.2G     0    12     7   0:32:31  0:26:53  0:06:35 14.0M      
 79 --  21.2G     0    12     7   0:35:35  0:26:53  0:07:12 12.8M      
 79 --  21.2G     0    12     7   0:39:23  0:26:54  0:07:58 11.5M      
 79 --  21.2G     0    12     7   0:43:41  0:26:54  0:08:50 10.4M      
 79 --  21.3G     0    12     7   0:48:24  0:26:55  0:09:47 9638k      
 79 --  21.3G     0    12     7   0:52:09  0:26:55  0:10:32 8946k      
 79 --  21.3G     0    12     7   0:52:58  0:26:56  0:10:41 8807k      
 79 --  21.3G     0    12     7   0:56:10  0:26:56  0:11:20 8307k      
 79 --  21.3G     0    12     7   0:56:16  0:26:57  0:11:20 8291k      
 79 --  21.3G     0    12     7   0:59:22  0:26:57  0:11:57 7858k      
 79 --  21.3G     0    12     7   1:00:51  0:26:58  0:12:15 7666k      
 79 --  21.3G     0    12     7   0:57:46  0:26:58  0:11:37 8076k      
 79 --  21.3G     0    12     7   0:56:46  0:26:59  0:11:24 8219k      
 79 --  21.3G     0    12     7   0:55:38  0:26:59  0:11:10 8386k      
 79 --  21.3G     0    12     7   0:54:47  0:27:00  0:10:59 8516k      
 79 --  21.3G     0    12     7   0:55:38  0:27:00  0:11:09 8386k      
 79 --  21.3G     0    12     7   0:55:37  0:27:01  0:11:08 8387k      
 79 --  21.3G     0    12     7   0:54:48  0:27:01  0:10:58 8513k      
 79 --  21.3G     0    12     7   0:52:46  0:27:02  0:10:33 8842k      
 80 --  21.3G     0    12     7   0:51:27  0:27:02  0:10:17 9067k      
 80 --  21.3G     0    12     7   0:51:59  0:27:03  0:10:23 8974k      
 80 --  21.3G     0    12     7   0:51:47  0:27:03  0:10:20 9010k      
 80 --  21.3G     0    12     7   0:51:06  0:27:04  0:10:11 9130k      
 80 --  21.3G     0    12     7   0:51:11  0:27:04  0:10:11 9114k      
 80 --  21.3G     0    12     7   0:49:25  0:27:05  0:09:50 9440k      
 80 --  21.3G     0    12     7   0:48:51  0:27:05  0:09:42 9550k      
 80 --  21.3G     0    12     7   0:48:26  0:27:06  0:09:37 9631k      
 80 --  21.4G     0    12     7   0:48:28  0:27:06  0:09:37 9627k      
 80 --  21.4G     0    12     7   0:48:54  0:27:07  0:09:42 9540k      
 80 --  21.4G     0    12     7   0:48:02  0:27:07  0:09:31 9714k      
 80 --  21.4G     0    12     7   0:47:18  0:27:08  0:09:21 9865k      
 80 --  21.4G     0    12     7   0:47:24  0:27:08  0:09:22 9843k      
 80 --  21.4G     0    12     7   0:46:44  0:27:09  0:09:14 9983k      
 80 --  21.4G     0    12     7   0:46:39  0:27:09  0:09:12  9.7M      
 80 --  21.4G     0    12     7   0:45:28  0:27:10  0:08:57 10.0M      
 80 --  21.4G     0    12     7   0:44:26  0:27:10  0:08:45 10.2M      
 80 --  21.4G     0    12     7   0:43:16  0:27:11  0:08:30 10.5M      
 80 --  21.4G     0    12     7   0:41:25  0:27:11  0:08:08 10.9M      
 80 --  21.4G     0    12     7   0:40:55  0:27:12  0:08:02 11.1M      
 80 --  21.4G     0    12     7   0:40:07  0:27:12  0:07:52 11.3M      
 80 --  21.4G     0    12     7   0:39:27  0:27:13  0:07:43 11.5M      
 80 --  21.4G     0    12     7   0:38:39  0:27:13  0:07:33 11.7M      
 80 --  21.4G     0    12     7   0:37:16  0:27:14  0:07:16 12.2M      
 80 --  21.4G     0    12     7   0:36:09  0:27:14  0:07:03 12.6M      
 80 --  21.4G     0    12     7   0:34:51  0:27:15  0:06:47 13.0M      
 80 --  21.5G     0    12     7   0:33:46  0:27:15  0:06:34 13.4M      
 80 --  21.5G     0    12     7   0:33:05  0:27:16  0:06:25 13.7M      
 80 --  21.5G     0    12     7   0:33:33  0:27:16  0:06:30 13.5M      
 80 --  21.5G     0    12     7   0:33:41  0:27:17  0:06:31 13.5M      
 80 --  21.5G     0    12     7   0:33:39  0:27:17  0:06:31 13.5M      
 80 --  21.5G     0    12     7   0:33:35  0:27:18  0:06:29 13.5M      
 80 --  21.5G     0    12     7   0:34:41  0:27:18  0:06:42 13.1M      
 80 --  21.5G     0    12     7   0:36:27  0:27:19  0:07:02 12.5M      
 80 --  21.5G     0    12     7   0:38:50  0:27:19  0:07:29 11.7M      
 80 --  21.5G     0    12     7   0:41:01  0:27:20  0:07:54 11.1M      
 80 --  21.5G     0    12     7   0:42:14  0:27:21  0:08:07 10.7M      
 80 --  21.5G     0    12     7   0:42:46  0:27:21  0:08:13 10.6M      
 80 --  21.5G     0    12     7   0:43:13  0:27:22  0:08:18 10.5M      
 80 --  21.5G     0    12     7   0:44:30  0:27:22  0:08:32 10.2M      
 80 --  21.5G     0    12     7   0:45:40  0:27:23  0:08:45  9.9M      
 80 --  21.5G     0    12     7   0:45:32  0:27:23  0:08:43 10.0M      
 80 --  21.5G     0    12     7   0:45:13  0:27:24  0:08:39 10.0M      
 80 --  21.5G     0    12     7   0:44:32  0:27:24  0:08:30 10.2M      
 80 --  21.6G     0    12     7   0:44:23  0:27:25  0:08:28 10.2M      
 80 --  21.6G     0    12     7   0:45:32  0:27:25  0:08:41 10.0M      
 80 --  21.6G     0    12     7   0:44:50  0:27:26  0:08:32 10.1M      
 80 --  21.6G     0    12     7   0:45:18  0:27:26  0:08:37 10.0M      
 80 --  21.6G     0    12     7   0:44:13  0:27:27  0:08:24 10.3M      
 80 --  21.6G     0    12     7   0:44:15  0:27:27  0:08:24 10.2M      
 81 --  21.6G     0    12     7   0:44:34  0:27:28  0:08:27 10.2M      
 81 --  21.6G     0    12     7   0:43:32  0:27:28  0:08:15 10.4M      
 81 --  21.6G     0    12     7   0:43:31  0:27:29  0:08:14 10.4M      
 81 --  21.6G     0    12     7   0:43:19  0:27:29  0:08:11 10.5M      
 81 --  21.6G     0    12     7   0:42:08  0:27:30  0:07:57 10.8M      
 81 --  21.6G     0    12     7   0:41:17  0:27:30  0:07:47 11.0M      
 81 --  21.6G     0    12     7   0:40:39  0:27:31  0:07:39 11.2M      
 81 --  21.6G     0    12     7   0:40:24  0:27:31  0:07:36 11.2M      
 81 --  21.6G     0    12     7   0:40:18  0:27:32  0:07:35 11.3M      
 81 --  21.6G     0    12     7   0:39:18  0:27:32  0:07:23 11.5M      
 81 --  21.6G     0    12     7   0:39:16  0:27:33  0:07:22 11.6M      
 81 --  21.6G     0    12     7   0:39:20  0:27:33  0:07:22 11.5M      
 81 --  21.7G     0    12     7   0:38:35  0:27:34  0:07:13 11.8M      
 81 --  21.7G     0    12     7   0:38:36  0:27:34  0:07:13 11.8M      
