DL% UL%  Dled  Uled  Xfers  Live Total     Current  Left    Speed

--  --      0     0    12    12  --:--:-- --:--:-- --:--:--     0      
 13 --  3723M     0    12    12   0:29:06  0:05:36  0:25:09 15.6M      
 13 --  3731M     0    12    12   0:28:26  0:05:36  0:24:33 16.0M      
 13 --  3738M     0    12    12   0:28:35  0:05:37  0:24:41 15.9M      
 13 --  3744M     0    12    12   0:29:28  0:05:37  0:25:25 15.4M      
 13 --  3749M     0    12    12   0:30:22  0:05:38  0:26:12 15.0M      
 13 --  3755M     0    12    12   0:31:10  0:05:38  0:26:53 14.6M      
 13 --  3761M     0    12    12   0:32:22  0:05:39  0:27:55 14.0M      
 13 --  3767M     0    12    12   0:33:40  0:05:39  0:29:02 13.5M      
 13 --  3772M     0    12    12   0:36:50  0:05:40  0:31:45 12.3M      
 13 --  3779M     0    12    12   0:38:24  0:05:40  0:33:06 11.8M      
 13 --  3784M     0    12    12   0:40:50  0:05:41  0:35:11 11.1M      
 13 --  3790M     0    12    12   0:41:09  0:05:41  0:35:27 11.0M      
 13 --  3797M     0    12    12   0:40:15  0:05:42  0:34:40 11.3M      
 13 --  3804M     0    12    12   0:39:24  0:05:42  0:33:55 11.5M      
 13 --  3813M     0    12    12   0:36:53  0:05:43  0:31:44 12.3M      
 13 --  3823M     0    12    12   0:34:47  0:05:43  0:29:55 13.1M      
 14 --  3831M     0    12    12   0:33:11  0:05:44  0:28:32 13.7M      
 14 --  3839M     0    12    12   0:30:57  0:05:44  0:26:36 14.7M      
 14 --  3847M     0    12    12   0:30:38  0:05:45  0:26:19 14.8M      
 14 --  3856M     0    12    12   0:29:11  0:05:45  0:25:04 15.6M      
 14 --  3864M     0    12    12   0:28:03  0:05:46  0:24:05 16.2M      
 14 --  3874M     0    12    12   0:27:15  0:05:46  0:23:23 16.7M      
 14 --  3882M     0    12    12   0:26:25  0:05:47  0:22:40 17.2M      
 14 --  3891M     0    12    12   0:26:40  0:05:47  0:22:52 17.0M      
 14 --  3899M     0    12    12   0:27:01  0:05:48  0:23:10 16.8M      
 14 --  3907M     0    12    12   0:27:01  0:05:48  0:23:10 16.8M      
 14 --  3917M     0    12    12   0:26:41  0:05:49  0:22:51 17.0M      
 14 --  3926M     0    12    12   0:26:14  0:05:49  0:22:28 17.3M      
 14 --  3934M     0    12    12   0:26:25  0:05:50  0:22:37 17.2M      
 14 --  3942M     0    12    12   0:26:59  0:05:50  0:23:05 16.8M      
 14 --  3949M     0    12    12   0:27:51  0:05:51  0:23:49 16.3M      
 14 --  3955M     0    12    12   0:28:50  0:05:51  0:24:40 15.7M      
 14 --  3961M     0    12    12   0:29:55  0:05:52  0:25:35 15.2M      
 14 --  3967M     0    12    12   0:30:55  0:05:53  0:26:25 14.7M      
 14 --  3972M     0    12    12   0:32:08  0:05:53  0:27:28 14.1M      
 14 --  3978M     0    12    12   0:34:22  0:05:54  0:29:22 13.2M      
 14 --  3983M     0    12    12   0:36:20  0:05:54  0:31:02 12.5M      
 14 --  3989M     0    12    12   0:38:00  0:05:55  0:32:27 11.9M      
 14 --  3995M     0    12    12   0:38:51  0:05:55  0:33:10 11.7M      
 14 --  4002M     0    12    12   0:38:58  0:05:56  0:33:16 11.6M      
 14 --  4008M     0    12    12   0:39:01  0:05:56  0:33:18 11.6M      
 14 --  4016M     0    12    12   0:37:30  0:05:57  0:31:59 12.1M      
 14 --  4024M     0    12    12   0:36:20  0:05:57  0:30:59 12.5M      
 14 --  4032M     0    12    12   0:34:44  0:05:58  0:29:37 13.1M      
 14 --  4040M     0    12    12   0:33:20  0:05:58  0:28:24 13.6M      
 14 --  4047M     0    12    12   0:32:25  0:05:59  0:27:37 14.0M      
 14 --  4055M     0    12    12   0:31:18  0:05:59  0:26:39 14.5M      
 14 --  4062M     0    12    12   0:30:39  0:06:00  0:26:06 14.8M      
 14 --  4071M     0    12    12   0:29:42  0:06:00  0:25:16 15.3M      
 14 --  4079M     0    12    12   0:28:58  0:06:01  0:24:39 15.7M      
 14 --  4089M     0    12    12   0:28:16  0:06:01  0:24:03 16.1M      
 14 --  4097M     0    12    12   0:28:01  0:06:02  0:23:49 16.2M      
 15 --  4106M     0    12    12   0:27:47  0:06:02  0:23:36 16.3M      
 15 --  4115M     0    12    12   0:27:31  0:06:03  0:23:22 16.5M      
 15 --  4124M     0    12    12   0:26:45  0:06:03  0:22:43 17.0M      
 15 --  4132M     0    12    12   0:26:35  0:06:04  0:22:34 17.1M      
 15 --  4142M     0    12    12   0:25:44  0:06:04  0:21:50 17.6M      
 15 --  4152M     0    12    12   0:25:29  0:06:05  0:21:37 17.8M      
 15 --  4163M     0    12    12   0:24:41  0:06:05  0:20:56 18.4M      
 15 --  4173M     0    12    12   0:24:50  0:06:06  0:21:03 18.3M      
 15 --  4183M     0    12    12   0:24:18  0:06:06  0:20:35 18.7M      
 15 --  4195M     0    12    12   0:23:31  0:06:07  0:19:54 19.3M      
 15 --  4205M     0    12    12   0:23:11  0:06:07  0:19:37 19.6M      
 15 --  4216M     0    12    12   0:22:34  0:06:08  0:19:05 20.1M      
 15 --  4227M     0    12    12   0:21:59  0:06:08  0:18:35 20.7M      
 15 --  4236M     0    12    12   0:22:24  0:06:09  0:18:56 20.3M      
 15 --  4246M     0    12    12   0:22:12  0:06:09  0:18:45 20.5M      
 15 --  4258M     0    12    12   0:22:04  0:06:10  0:18:37 20.6M      
 15 --  4267M     0    12    12   0:22:06  0:06:10  0:18:39 20.6M      
 15 --  4276M     0    12    12   0:22:19  0:06:11  0:18:49 20.4M      
 15 --  4285M     0    12    12   0:23:09  0:06:11  0:19:32 19.6M      
 15 --  4293M     0    12    12   0:23:36  0:06:12  0:19:53 19.3M      
 15 --  4301M     0    12    12   0:24:47  0:06:12  0:20:53 18.3M      
 15 --  4309M     0    12    12   0:25:38  0:06:13  0:21:36 17.7M      
 15 --  4316M     0    12    12   0:25:58  0:06:13  0:21:52 17.5M      
 15 --  4324M     0    12    12   0:26:56  0:06:14  0:22:41 16.9M      
 15 --  4331M     0    12    12   0:28:31  0:06:14  0:24:00 15.9M      
 15 --  4338M     0    12    12   0:29:15  0:06:15  0:24:36 15.5M      
 15 --  4345M     0    12    12   0:30:22  0:06:15  0:25:33 14.9M      
 15 --  4352M     0    12    12   0:30:48  0:06:16  0:25:53 14.7M      
 15 --  4360M     0    12    12   0:30:46  0:06:16  0:25:51 14.8M      
 15 --  4367M     0    12    12   0:31:06  0:06:17  0:26:08 14.6M      
 15 --  4374M     0    12    12   0:31:46  0:06:17  0:26:41 14.3M      
 16 --  4380M     0    12    12   0:32:27  0:06:18  0:27:15 14.0M      
 16 --  4386M     0    12    12   0:33:06  0:06:18  0:27:47 13.7M      
 16 --  4393M     0    12    12   0:32:58  0:06:19  0:27:40 13.8M      
 16 --  4401M     0    12    12   0:32:47  0:06:19  0:27:30 13.8M      
 16 --  4408M     0    12    12   0:32:54  0:06:20  0:27:35 13.8M      
 16 --  4415M     0    12    12   0:32:57  0:06:20  0:27:38 13.8M      
 16 --  4422M     0    12    12   0:33:36  0:06:21  0:28:10 13.5M      
 16 --  4429M     0    12    12   0:33:32  0:06:21  0:28:06 13.5M      
 16 --  4437M     0    12    12   0:32:53  0:06:22  0:27:32 13.8M      
 16 --  4444M     0    12    12   0:32:20  0:06:22  0:27:05 14.0M      
 16 --  4452M     0    12    12   0:31:24  0:06:23  0:26:17 14.5M      
 16 --  4460M     0    12    12   0:31:11  0:06:23  0:26:06 14.6M      
 16 --  4468M     0    12    12   0:30:57  0:06:24  0:25:53 14.7M      
 16 --  4477M     0    12    12   0:30:06  0:06:24  0:25:10 15.1M      
 16 --  4484M     0    12    12   0:29:56  0:06:25  0:25:01 15.2M      
 16 --  4491M     0    12    12   0:29:59  0:06:25  0:25:04 15.1M      
 16 --  4498M     0    12    12   0:30:13  0:06:26  0:25:15 15.0M      
 16 --  4505M     0    12    12   0:30:30  0:06:26  0:25:29 14.9M      
 16 --  4512M     0    12    12   0:30:41  0:06:27  0:25:37 14.8M      
 16 --  4520M     0    12    12   0:30:55  0:06:27  0:25:48 14.7M      
 16 --  4527M     0    12    12   0:31:10  0:06:28  0:26:00 14.6M      
 16 --  4534M     0    12    12   0:31:26  0:06:28  0:26:13 14.4M      
 16 --  4541M     0    12    12   0:32:16  0:06:29  0:26:54 14.1M      
 16 --  4548M     0    12    12   0:32:40  0:06:29  0:27:14 13.9M      
 16 --  4555M     0    12    12   0:32:33  0:06:30  0:27:07 13.9M      
 16 --  4563M     0    12    12   0:31:52  0:06:30  0:26:33 14.2M      
 16 --  4571M     0    12    12   0:31:44  0:06:31  0:26:25 14.3M      
 16 --  4578M     0    12    12   0:31:21  0:06:31  0:26:06 14.5M      
 16 --  4586M     0    12    12   0:31:19  0:06:32  0:26:03 14.5M      
 16 --  4594M     0    12    12   0:31:02  0:06:32  0:25:49 14.6M      
 16 --  4602M     0    12    12   0:30:42  0:06:33  0:25:32 14.8M      
 16 --  4610M     0    12    12   0:30:06  0:06:34  0:25:02 15.1M      
 16 --  4617M     0    12    12   0:30:19  0:06:34  0:25:12 15.0M      
 16 --  4625M     0    12    12   0:29:47  0:06:35  0:24:45 15.2M      
 16 --  4632M     0    12    12   0:30:05  0:06:35  0:24:59 15.1M      
 16 --  4640M     0    12    12   0:29:59  0:06:36  0:24:53 15.1M      
 17 --  4648M     0    12    12   0:29:47  0:06:36  0:24:43 15.2M      
 17 --  4656M     0    12    12   0:29:54  0:06:37  0:24:48 15.2M      
 17 --  4664M     0    12    12   0:29:41  0:06:37  0:24:37 15.3M      
 17 --  4673M     0    12    12   0:29:05  0:06:38  0:24:06 15.6M      
 17 --  4681M     0    12    12   0:29:18  0:06:38  0:24:17 15.5M      
 17 --  4690M     0    12    12   0:28:16  0:06:39  0:23:25 16.1M      
 17 --  4700M     0    12    12   0:27:47  0:06:39  0:23:00 16.3M      
 17 --  4709M     0    12    12   0:27:05  0:06:40  0:22:25 16.8M      
 17 --  4718M     0    12    12   0:26:30  0:06:40  0:21:56 17.1M      
 17 --  4728M     0    12    12   0:25:52  0:06:41  0:21:23 17.6M      
 17 --  4736M     0    12    12   0:25:34  0:06:41  0:21:08 17.8M      
 17 --  4745M     0    12    12   0:25:17  0:06:42  0:20:54 18.0M      
 17 --  4753M     0    12    12   0:25:57  0:06:42  0:21:26 17.5M      
 17 --  4760M     0    12    12   0:26:10  0:06:43  0:21:37 17.4M      
 17 --  4768M     0    12    12   0:26:36  0:06:43  0:21:58 17.1M      
 17 --  4775M     0    12    12   0:27:21  0:06:44  0:22:34 16.6M      
 17 --  4782M     0    12    12   0:28:02  0:06:44  0:23:08 16.2M      
 17 --  4790M     0    12    12   0:28:39  0:06:45  0:23:38 15.9M      
 17 --  4798M     0    12    12   0:29:29  0:06:45  0:24:18 15.4M      
 17 --  4806M     0    12    12   0:29:37  0:06:46  0:24:25 15.3M      
 17 --  4814M     0    12    12   0:30:14  0:06:46  0:24:55 15.0M      
 17 --  4822M     0    12    12   0:30:01  0:06:47  0:24:43 15.1M      
 17 --  4830M     0    12    12   0:29:40  0:06:47  0:24:25 15.3M      
 17 --  4837M     0    12    12   0:29:36  0:06:48  0:24:22 15.3M      
 17 --  4846M     0    12    12   0:29:20  0:06:48  0:24:08 15.5M      
 17 --  4854M     0    12    12   0:28:48  0:06:49  0:23:42 15.8M      
 17 --  4862M     0    12    12   0:28:44  0:06:49  0:23:37 15.8M      
 17 --  4869M     0    12    12   0:29:04  0:06:50  0:23:54 15.6M      
 17 --  4876M     0    12    12   0:29:32  0:06:50  0:24:16 15.4M      
 17 --  4883M     0    12    12   0:30:05  0:06:51  0:24:42 15.1M      
 17 --  4889M     0    12    12   0:30:40  0:06:51  0:25:11 14.8M      
 17 --  4896M     0    12    12   0:31:13  0:06:52  0:25:38 14.5M      
 17 --  4903M     0    12    12   0:31:39  0:06:52  0:25:58 14.3M      
 17 --  4909M     0    12    12   0:32:37  0:06:53  0:26:46 13.9M      
 17 --  4915M     0    12    12   0:33:51  0:06:53  0:27:46 13.4M      
 18 --  4921M     0    12    12   0:34:59  0:06:54  0:28:41 13.0M      
 18 --  4928M     0    12    12   0:35:20  0:06:54  0:28:58 12.8M      
 18 --  4934M     0    12    12   0:35:43  0:06:55  0:29:16 12.7M      
 18 --  4941M     0    12    12   0:35:25  0:06:55  0:29:01 12.8M      
 18 --  4948M     0    12    12   0:35:31  0:06:56  0:29:06 12.8M      
 18 --  4954M     0    12    12   0:35:27  0:06:56  0:29:01 12.8M      
 18 --  4961M     0    12    12   0:35:18  0:06:57  0:28:53 12.9M      
 18 --  4969M     0    12    12   0:34:38  0:06:57  0:28:20 13.1M      
 18 --  4976M     0    12    12   0:34:13  0:06:58  0:27:59 13.3M      
 18 --  4983M     0    12    12   0:33:32  0:06:58  0:27:25 13.5M      
 18 --  4990M     0    12    12   0:33:16  0:06:59  0:27:12 13.6M      
 18 --  4996M     0    12    12   0:33:41  0:06:59  0:27:31 13.5M      
 18 --  5004M     0    12    12   0:32:48  0:07:00  0:26:48 13.8M      
 18 --  5012M     0    12    12   0:32:07  0:07:00  0:26:13 14.1M      
 18 --  5020M     0    12    12   0:31:36  0:07:01  0:25:47 14.4M      
 18 --  5030M     0    12    12   0:30:16  0:07:01  0:24:42 15.0M      
 18 --  5039M     0    12    12   0:29:28  0:07:02  0:24:02 15.4M      
 18 --  5049M     0    12    12   0:28:20  0:07:02  0:23:06 16.0M      
 18 --  5057M     0    12    12   0:28:00  0:07:03  0:22:49 16.2M      
 18 --  5067M     0    12    12   0:27:02  0:07:03  0:22:01 16.8M      
 18 --  5072M     0    12    12   0:27:01  0:07:04  0:22:01 16.8M      
 18 --  5079M     0    12    12   0:27:39  0:07:04  0:22:31 16.4M      
 18 --  5086M     0    12    12   0:28:03  0:07:05  0:22:50 16.2M      
 18 --  5093M     0    12    12   0:28:31  0:07:05  0:23:12 15.9M      
 18 --  5099M     0    12    12   0:29:51  0:07:06  0:24:17 15.2M      
 18 --  5106M     0    12    12   0:30:43  0:07:06  0:24:59 14.8M      
 18 --  5114M     0    12    12   0:31:51  0:07:07  0:25:54 14.3M      
 18 --  5122M     0    12    12   0:32:04  0:07:07  0:26:04 14.2M      
 18 --  5129M     0    12    12   0:33:08  0:07:08  0:26:55 13.7M      
 18 --  5136M     0    12    12   0:32:32  0:07:08  0:26:25 14.0M      
 18 --  5143M     0    12    12   0:32:17  0:07:09  0:26:13 14.1M      
 18 --  5150M     0    12    12   0:32:02  0:07:09  0:26:00 14.2M      
 18 --  5158M     0    12    12   0:31:28  0:07:10  0:25:32 14.4M      
 18 --  5166M     0    12    12   0:31:07  0:07:10  0:25:14 14.6M      
 18 --  5173M     0    12    12   0:30:57  0:07:11  0:25:06 14.7M      
 18 --  5181M     0    12    12   0:31:01  0:07:11  0:25:08 14.6M      
 18 --  5188M     0    12    12   0:31:02  0:07:12  0:25:09 14.6M      
 19 --  5196M     0    12    12   0:31:03  0:07:12  0:25:09 14.6M      
 19 --  5204M     0    12    12   0:30:29  0:07:13  0:24:41 14.9M      
 19 --  5212M     0    12    12   0:30:04  0:07:13  0:24:20 15.1M      
 19 --  5220M     0    12    12   0:29:30  0:07:14  0:23:52 15.4M      
 19 --  5228M     0    12    12   0:29:34  0:07:14  0:23:54 15.4M      
 19 --  5236M     0    12    12   0:29:32  0:07:15  0:23:53 15.4M      
 19 --  5244M     0    12    12   0:29:21  0:07:15  0:23:43 15.5M      
 19 --  5252M     0    12    12   0:28:42  0:07:16  0:23:11 15.8M      
 19 --  5262M     0    12    12   0:27:51  0:07:16  0:22:29 16.3M      
 19 --  5273M     0    12    12   0:26:53  0:07:17  0:21:42 16.9M      
 19 --  5283M     0    12    12   0:26:08  0:07:17  0:21:05 17.4M      
 19 --  5294M     0    12    12   0:25:20  0:07:18  0:20:25 17.9M      
 19 --  5301M     0    12    12   0:25:36  0:07:18  0:20:38 17.7M      
 19 --  5313M     0    12    12   0:24:19  0:07:19  0:19:35 18.7M      
 19 --  5324M     0    12    12   0:23:22  0:07:19  0:18:48 19.5M      
 19 --  5335M     0    12    12   0:22:47  0:07:20  0:18:20 20.0M      
 19 --  5347M     0    12    12   0:21:59  0:07:20  0:17:41 20.7M      
 19 --  5356M     0    12    12   0:22:17  0:07:21  0:17:55 20.4M      
 19 --  5365M     0    12    12   0:22:20  0:07:21  0:17:57 20.3M      
 19 --  5375M     0    12    12   0:22:29  0:07:22  0:18:04 20.2M      
 19 --  5385M     0    12    12   0:22:36  0:07:22  0:18:09 20.1M      
 19 --  5394M     0    12    12   0:22:32  0:07:23  0:18:05 20.2M      
 19 --  5401M     0    12    12   0:23:36  0:07:23  0:18:56 19.3M      
 19 --  5409M     0    12    12   0:24:39  0:07:24  0:19:46 18.4M      
 19 --  5415M     0    12    12   0:25:55  0:07:25  0:20:47 17.5M      
 19 --  5421M     0    12    12   0:30:15  0:07:25  0:24:15 15.0M      
 19 --  5430M     0    12    12   0:29:58  0:07:26  0:24:01 15.1M      
 19 --  5437M     0    12    12   0:31:23  0:07:26  0:25:08 14.5M      
 19 --  5443M     0    12    12   0:33:15  0:07:27  0:26:38 13.7M      
 19 --  5448M     0    12    12   0:35:43  0:07:27  0:28:36 12.7M      
 19 --  5454M     0    12    12   0:37:09  0:07:28  0:29:45 12.2M      
 19 --  5460M     0    12    12   0:38:26  0:07:28  0:30:46 11.8M      
 19 --  5466M     0    12    12   0:39:32  0:07:29  0:31:38 11.5M      
 20 --  5471M     0    12    12   0:40:03  0:07:29  0:32:02 11.3M      
 20 --  5480M     0    12    12   0:40:21  0:07:31  0:32:16 11.2M      
 20 --  5490M     0    12    12   0:40:21  0:07:31  0:32:14 11.2M      
 20 --  5495M     0    12    12   0:41:05  0:07:32  0:32:49 11.0M      
 20 --  5501M     0    12    12   0:41:07  0:07:32  0:32:50 11.0M      
 20 --  5506M     0    12    12   0:41:27  0:07:33  0:33:06 10.9M      
 20 --  5512M     0    12    12   0:41:07  0:07:33  0:32:49 11.0M      
 20 --  5519M     0    12    12   0:40:48  0:07:34  0:32:34 11.1M      
 20 --  5525M     0    12    12   0:40:04  0:07:34  0:31:58 11.3M      
 20 --  5532M     0    12    12   0:39:00  0:07:35  0:31:06 11.6M      
 20 --  5539M     0    12    12   0:37:35  0:07:35  0:29:58 12.1M      
 20 --  5550M     0    12    12   0:36:30  0:07:36  0:29:06 12.4M      
 20 --  5557M     0    12    12   0:35:39  0:07:36  0:28:24 12.7M      
 20 --  5565M     0    12    12   0:34:28  0:07:37  0:27:27 13.2M      
 20 --  5573M     0    12    12   0:32:45  0:07:37  0:26:04 13.9M      
 20 --  5580M     0    12    12   0:32:34  0:07:38  0:25:55 13.9M      
 20 --  5587M     0    12    12   0:31:59  0:07:39  0:25:27 14.2M      
 20 --  5594M     0    12    12   0:32:02  0:07:39  0:25:29 14.2M      
 20 --  5602M     0    12    12   0:31:35  0:07:40  0:25:07 14.4M      
 20 --  5609M     0    12    12   0:29:28  0:07:40  0:23:25 15.4M      
 20 --  5617M     0    12    12   0:31:04  0:07:41  0:24:41 14.6M      
 20 --  5625M     0    12    12   0:30:30  0:07:41  0:24:13 14.9M      
 20 --  5629M     0    12    12   0:33:07  0:07:42  0:26:18 13.7M      
 20 --  5641M     0    12    12   0:31:12  0:07:42  0:24:46 14.5M      
 20 --  5647M     0    12    12   0:31:23  0:07:43  0:24:54 14.5M      
 20 --  5655M     0    12    12   0:31:23  0:07:43  0:24:53 14.5M      
 20 --  5662M     0    12    12   0:31:09  0:07:44  0:24:42 14.6M      
 20 --  5669M     0    12    12   0:31:32  0:07:44  0:25:00 14.4M      
 20 --  5677M     0    12    12   0:31:32  0:07:45  0:24:59 14.4M      
 20 --  5684M     0    12    12   0:31:25  0:07:45  0:24:53 14.4M      
 20 --  5691M     0    12    12   0:32:13  0:07:46  0:25:30 14.1M      
 20 --  5698M     0    12    12   0:29:55  0:07:46  0:23:41 15.2M      
 20 --  5705M     0    12    12   0:32:24  0:07:47  0:25:38 14.0M      
 20 --  5710M     0    12    12   0:32:56  0:07:47  0:26:03 13.8M      
 20 --  5718M     0    12    12   0:33:00  0:07:48  0:26:06 13.8M      
 20 --  5724M     0    12    12   0:33:20  0:07:48  0:26:21 13.6M      
 20 --  5729M     0    12    12   0:35:20  0:07:49  0:27:56 12.8M      
 20 --  5736M     0    12    12   0:35:24  0:07:49  0:27:58 12.8M      
 20 --  5741M     0    12    12   0:37:10  0:07:50  0:29:22 12.2M      
 21 --  5746M     0    12    12   0:38:09  0:07:50  0:30:08 11.9M      
 21 --  5751M     0    12    12   0:39:09  0:07:51  0:30:55 11.6M      
 21 --  5757M     0    12    12   0:39:58  0:07:51  0:31:33 11.3M      
 21 --  5763M     0    12    12   0:39:28  0:07:52  0:31:09 11.5M      
 21 --  5769M     0    12    12   0:40:26  0:07:52  0:31:54 11.2M      
 21 --  5776M     0    12    12   0:40:32  0:07:53  0:31:58 11.2M      
 21 --  5782M     0    12    12   0:38:29  0:07:53  0:30:21 11.8M      
 21 --  5790M     0    12    12   0:38:30  0:07:54  0:30:21 11.8M      
 21 --  5796M     0    12    12   0:37:33  0:07:54  0:29:35 12.1M      
 21 --  5802M     0    12    12   0:37:04  0:07:55  0:29:12 12.2M      
 21 --  5808M     0    12    12   0:36:37  0:07:55  0:28:50 12.4M      
 21 --  5814M     0    12    12   0:36:34  0:07:56  0:28:47 12.4M      
 21 --  5821M     0    12    12   0:35:39  0:07:56  0:28:03 12.7M      
 21 --  5828M     0    12    12   0:35:09  0:07:57  0:27:39 12.9M      
 21 --  5835M     0    12    12   0:34:55  0:07:57  0:27:28 13.0M      
 21 --  5842M     0    12    12   0:34:26  0:07:58  0:27:05 13.2M      
 21 --  5850M     0    12    12   0:34:21  0:07:58  0:27:00 13.2M      
 21 --  5858M     0    12    12   0:33:20  0:07:59  0:26:12 13.6M      
 21 --  5866M     0    12    12   0:31:59  0:07:59  0:25:07 14.2M      
 21 --  5875M     0    12    12   0:30:59  0:08:00  0:24:20 14.7M      
 21 --  5883M     0    12    12   0:29:49  0:08:00  0:23:24 15.2M      
 21 --  5892M     0    12    12   0:29:21  0:08:01  0:23:01 15.5M      
 21 --  5901M     0    12    12   0:28:33  0:08:01  0:22:23 15.9M      
 21 --  5909M     0    12    12   0:27:47  0:08:02  0:21:47 16.3M      
 21 --  5918M     0    12    12   0:27:22  0:08:02  0:21:27 16.6M      
 21 --  5927M     0    12    12   0:26:46  0:08:03  0:20:58 17.0M      
 21 --  5935M     0    12    12   0:26:51  0:08:03  0:21:01 16.9M      
 21 --  5944M     0    12    12   0:26:37  0:08:04  0:20:49 17.1M      
 21 --  5953M     0    12    12   0:26:18  0:08:04  0:20:34 17.3M      
 21 --  5963M     0    12    12   0:25:57  0:08:05  0:20:18 17.5M      
 21 --  5971M     0    12    12   0:26:05  0:08:05  0:20:23 17.4M      
 21 --  5980M     0    12    12   0:26:07  0:08:06  0:20:24 17.4M      
 21 --  5987M     0    12    12   0:26:40  0:08:06  0:20:50 17.0M      
 21 --  5995M     0    12    12   0:27:10  0:08:07  0:21:12 16.7M      
 21 --  6003M     0    12    12   0:27:23  0:08:07  0:21:22 16.6M      
 21 --  6012M     0    12    12   0:27:06  0:08:08  0:21:09 16.8M      
 22 --  6020M     0    12    12   0:27:29  0:08:09  0:21:25 16.5M      
 22 --  6028M     0    12    12   0:28:12  0:08:09  0:21:59 16.1M      
 22 --  6035M     0    12    12   0:29:13  0:08:10  0:22:46 15.5M      
 22 --  6043M     0    12    12   0:29:08  0:08:10  0:22:41 15.6M      
 22 --  6051M     0    12    12   0:29:45  0:08:11  0:23:10 15.3M      
 22 --  6058M     0    12    12   0:29:32  0:08:11  0:22:59 15.4M      
 22 --  6065M     0    12    12   0:29:44  0:08:12  0:23:08 15.3M      
 22 --  6070M     0    12    12   0:31:26  0:08:12  0:24:27 14.4M      
 22 --  6075M     0    12    12   0:32:50  0:08:13  0:25:32 13.8M      
 22 --  6081M     0    12    12   0:34:13  0:08:13  0:26:36 13.3M      
 22 --  6087M     0    12    12   0:34:50  0:08:14  0:27:05 13.0M      
 22 --  6093M     0    12    12   0:35:31  0:08:14  0:27:36 12.8M      
 22 --  6099M     0    12    12   0:37:31  0:08:15  0:29:09 12.1M      
 22 --  6104M     0    12    12   0:38:53  0:08:15  0:30:12 11.7M      
 22 --  6109M     0    12    12   0:40:54  0:08:16  0:31:46 11.1M      
 22 --  6115M     0    12    12   0:41:42  0:08:16  0:32:22 10.9M      
 22 --  6121M     0    12    12   0:40:43  0:08:17  0:31:36 11.1M      
 22 --  6126M     0    12    12   0:41:20  0:08:17  0:32:04 11.0M      
 22 --  6131M     0    12    12   0:41:45  0:08:18  0:32:23 10.9M      
 22 --  6136M     0    12    12   0:43:21  0:08:18  0:33:37 10.5M      
 22 --  6141M     0    12    12   0:43:43  0:08:19  0:33:54 10.4M      
 22 --  6147M     0    12    12   0:43:26  0:08:19  0:33:40 10.4M      
 22 --  6152M     0    12    12   0:43:20  0:08:20  0:33:35 10.5M      
 22 --  6158M     0    12    12   0:42:38  0:08:20  0:33:02 10.6M      
 22 --  6163M     0    12    12   0:42:56  0:08:21  0:33:15 10.6M      
 22 --  6169M     0    12    12   0:43:38  0:08:21  0:33:47 10.4M      
 22 --  6174M     0    12    12   0:42:59  0:08:22  0:33:17 10.5M      
 22 --  6180M     0    12    12   0:42:24  0:08:22  0:32:49 10.7M      
 22 --  6186M     0    12    12   0:41:02  0:08:23  0:31:45 11.1M      
 22 --  6192M     0    12    12   0:40:25  0:08:23  0:31:16 11.2M      
 22 --  6198M     0    12    12   0:39:57  0:08:24  0:30:54 11.4M      
 22 --  6204M     0    12    12   0:39:41  0:08:24  0:30:41 11.4M      
 22 --  6212M     0    12    12   0:38:38  0:08:25  0:29:51 11.7M      
 22 --  6218M     0    12    12   0:37:49  0:08:25  0:29:13 12.0M      
 22 --  6225M     0    12    12   0:36:41  0:08:26  0:28:20 12.4M      
 22 --  6232M     0    12    12   0:35:36  0:08:26  0:27:29 12.7M      
 22 --  6240M     0    12    12   0:34:22  0:08:27  0:26:31 13.2M      
 22 --  6249M     0    12    12   0:33:11  0:08:27  0:25:36 13.7M      
 22 --  6257M     0    12    12   0:32:01  0:08:28  0:24:41 14.2M      
 22 --  6266M     0    12    12   0:30:45  0:08:28  0:23:42 14.8M      
 22 --  6273M     0    12    12   0:30:08  0:08:29  0:23:13 15.1M      
 22 --  6283M     0    12    12   0:28:51  0:08:29  0:22:13 15.7M      
 23 --  6293M     0    12    12   0:27:46  0:08:30  0:21:22 16.4M      
 23 --  6303M     0    12    12   0:26:26  0:08:30  0:20:20 17.2M      
 23 --  6313M     0    12    12   0:25:39  0:08:31  0:19:43 17.7M      
 23 --  6323M     0    12    12   0:25:04  0:08:31  0:19:16 18.1M      
 23 --  6335M     0    12    12   0:24:01  0:08:32  0:18:27 18.9M      
 23 --  6345M     0    12    12   0:23:35  0:08:32  0:18:06 19.3M      
 23 --  6357M     0    12    12   0:22:48  0:08:33  0:17:30 19.9M      
 23 --  6367M     0    12    12   0:22:12  0:08:33  0:17:02 20.5M      
 23 --  6376M     0    12    12   0:22:16  0:08:34  0:17:04 20.4M      
 23 --  6385M     0    12    12   0:22:26  0:08:34  0:17:11 20.3M      
 23 --  6393M     0    12    12   0:23:08  0:08:35  0:17:43 19.6M      
 23 --  6403M     0    12    12   0:23:02  0:08:35  0:17:39 19.7M      
 23 --  6411M     0    12    12   0:23:23  0:08:36  0:17:54 19.4M      
 23 --  6416M     0    12    12   0:25:23  0:08:36  0:19:25 17.9M      
 23 --  6423M     0    12    12   0:26:23  0:08:37  0:20:11 17.2M      
 23 --  6430M     0    12    12   0:28:12  0:08:37  0:21:34 16.1M      
